EmployeeID,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,AgeGroups,IncomeGroups,YearsAtCompanyGroups
735,3,3,3,3,3,39,False,Non-Travel,Research & Development,29,2,Life Sciences,Male,2,Sales Executive,Married,38750,3,15,0,13.0,3,6,0,5,"(30.0, 40.0]","(25000.0, 50000.0]","(5.0, 10.0]"
737,3,3,4,3,2,52,False,Travel_Frequently,Research & Development,2,1,Life Sciences,Male,2,Sales Executive,Married,117130,2,14,0,24.0,2,5,0,2,"(50.0, 60.0]","(100000.0, 125000.0]","(2.0, 5.0]"
738,3,3,1,3,1,43,False,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Laboratory Technician,Single,78610,1,14,2,20.0,1,20,1,8,"(40.0, 50.0]","(75000.0, 100000.0]","(15.0, 20.0]"
739,3,3,4,4,3,27,False,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,1,Human Resources,Married,37080,1,16,2,6.0,2,6,4,4,"(25.0, 30.0]","(25000.0, 50000.0]","(5.0, 10.0]"
740,4,3,4,3,3,27,True,Travel_Rarely,Research & Development,2,5,Life Sciences,Female,1,Research Scientist,Single,137700,1,18,1,8.0,3,8,7,7,"(25.0, 30.0]","(125000.0, 150000.0]","(5.0, 10.0]"
741,3,4,1,4,3,26,False,Travel_Rarely,Research & Development,2,2,Other,Male,3,Laboratory Technician,Single,53040,0,20,1,5.0,2,4,1,1,"(25.0, 30.0]","(50000.0, 75000.0]","(2.0, 5.0]"
742,3,3,3,1,3,42,False,Travel_Rarely,Sales,23,3,Marketing,Female,3,Research Scientist,Married,26420,0,13,1,21.0,3,20,0,9,"(40.0, 50.0]","(25000.0, 50000.0]","(15.0, 20.0]"
743,3,3,3,1,1,52,False,Travel_Rarely,Research & Development,5,2,Life Sciences,Female,1,Healthcare Representative,Married,27590,9,18,1,12.0,6,5,0,4,"(50.0, 60.0]","(25000.0, 50000.0]","(2.0, 5.0]"
744,3,3,1,3,3,37,False,Travel_Rarely,Research & Development,20,5,Life Sciences,Male,2,Manager,Single,68040,4,13,1,8.0,1,3,0,2,"(30.0, 40.0]","(50000.0, 75000.0]","(2.0, 5.0]"
745,3,3,3,4,3,35,False,Travel_Frequently,Research & Development,6,4,Medical,Female,2,Research Director,Single,61420,2,15,1,10.0,2,2,2,2,"(30.0, 40.0]","(50000.0, 75000.0]","(-1.0, 2.0]"
746,1,3,1,4,2,25,False,Travel_Rarely,Research & Development,1,4,Medical,Male,2,Sales Executive,Married,25000,4,14,2,7.0,2,3,0,2,"(17.999, 25.0]","(10000.0, 25000.0]","(2.0, 5.0]"
747,2,4,3,1,3,26,False,Travel_Rarely,Research & Development,29,4,Life Sciences,Male,1,Research Scientist,Single,63890,0,22,0,8.0,2,7,0,7,"(25.0, 30.0]","(50000.0, 75000.0]","(5.0, 10.0]"
748,2,3,2,1,2,29,False,Travel_Rarely,Sales,9,3,Life Sciences,Male,1,Laboratory Technician,Single,111030,1,12,0,10.0,5,10,0,9,"(25.0, 30.0]","(100000.0, 125000.0]","(5.0, 10.0]"
749,3,3,1,1,3,49,True,Travel_Frequently,Sales,6,5,Medical,Female,2,Healthcare Representative,Single,23420,3,18,0,20.0,2,4,1,3,"(40.0, 50.0]","(10000.0, 25000.0]","(2.0, 5.0]"
750,3,3,3,4,3,29,True,Travel_Frequently,Sales,3,2,Marketing,Female,2,Laboratory Technician,Single,68110,0,15,1,9.0,2,8,7,7,"(25.0, 30.0]","(50000.0, 75000.0]","(5.0, 10.0]"
751,2,3,4,4,2,54,False,Travel_Rarely,Sales,1,3,Medical,Female,2,Manager,Single,22970,6,18,2,29.0,2,20,12,7,"(50.0, 60.0]","(10000.0, 25000.0]","(15.0, 20.0]"
752,3,3,4,1,3,58,False,Travel_Rarely,Sales,22,3,Life Sciences,Female,2,Laboratory Technician,Married,24500,3,12,1,32.0,2,9,1,5,"(50.0, 60.0]","(10000.0, 25000.0]","(5.0, 10.0]"
753,3,3,2,4,4,55,False,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,3,Research Scientist,Divorced,50930,2,16,1,31.0,3,7,0,0,"(50.0, 60.0]","(50000.0, 75000.0]","(5.0, 10.0]"
754,3,3,1,2,3,36,False,Travel_Rarely,Research & Development,1,3,Medical,Male,2,Sales Executive,Single,53090,3,13,0,15.0,5,5,0,1,"(30.0, 40.0]","(50000.0, 75000.0]","(2.0, 5.0]"
755,3,3,2,3,3,31,True,Travel_Frequently,Sales,4,3,Life Sciences,Male,2,Manager,Single,30570,1,19,0,1.0,3,1,0,0,"(30.0, 40.0]","(25000.0, 50000.0]","(-1.0, 2.0]"
756,3,3,4,1,3,30,False,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,Sales Executive,Divorced,51210,7,13,0,8.0,4,3,0,2,"(25.0, 30.0]","(50000.0, 75000.0]","(2.0, 5.0]"
757,3,3,1,2,4,31,False,Travel_Rarely,Research & Development,1,3,Medical,Male,1,Laboratory Technician,Single,168560,3,12,1,9.0,3,3,1,0,"(30.0, 40.0]","(150000.0, 175000.0]","(2.0, 5.0]"
758,4,3,4,1,3,34,False,Travel_Frequently,Sales,2,1,Marketing,Female,5,Manager,Divorced,26860,5,11,0,10.0,3,4,1,3,"(30.0, 40.0]","(25000.0, 50000.0]","(2.0, 5.0]"
759,1,3,1,2,4,31,True,Travel_Rarely,Sales,20,3,Technical Degree,Male,1,Research Scientist,Single,61800,1,14,1,1.0,2,1,0,0,"(30.0, 40.0]","(50000.0, 75000.0]","(-1.0, 2.0]"
760,3,3,2,1,4,27,False,Travel_Rarely,Human Resources,11,4,Medical,Male,4,Sales Executive,Married,66320,0,16,0,6.0,3,5,1,4,"(25.0, 30.0]","(50000.0, 75000.0]","(2.0, 5.0]"
761,2,3,1,4,2,36,False,Travel_Rarely,Sales,1,3,Marketing,Male,2,Research Scientist,Single,35050,1,12,2,10.0,2,10,1,8,"(30.0, 40.0]","(25000.0, 50000.0]","(5.0, 10.0]"
762,3,3,3,1,2,36,False,Travel_Rarely,Research & Development,24,3,Other,Female,3,Research Director,Married,63970,4,14,1,11.0,3,3,0,2,"(30.0, 40.0]","(50000.0, 75000.0]","(2.0, 5.0]"
763,3,3,1,4,2,47,False,Travel_Rarely,Research & Development,23,4,Life Sciences,Female,2,Sales Executive,Married,62740,7,14,2,17.0,0,6,1,2,"(40.0, 50.0]","(50000.0, 75000.0]","(5.0, 10.0]"
764,2,3,1,1,3,25,True,Travel_Rarely,Sales,16,4,Life Sciences,Male,2,Research Scientist,Married,198590,3,19,0,6.0,3,3,2,2,"(17.999, 25.0]","(175000.0, 200000.0]","(2.0, 5.0]"
765,3,4,3,3,1,37,False,Non-Travel,Sales,8,4,Medical,Male,1,Healthcare Representative,Single,75870,0,22,1,7.0,5,6,1,3,"(30.0, 40.0]","(75000.0, 100000.0]","(5.0, 10.0]"
766,3,3,1,1,4,56,False,Travel_Rarely,Research & Development,10,4,Other,Male,2,Sales Representative,Married,42580,2,16,0,5.0,2,3,1,0,"(50.0, 60.0]","(25000.0, 50000.0]","(2.0, 5.0]"
767,3,3,1,3,4,47,False,Travel_Rarely,Research & Development,3,2,Medical,Male,2,Laboratory Technician,Married,43640,3,11,1,26.0,3,20,5,6,"(40.0, 50.0]","(25000.0, 50000.0]","(15.0, 20.0]"
768,3,3,4,3,3,24,False,Travel_Rarely,Research & Development,5,1,Other,Male,1,Manufacturing Director,Married,43350,1,15,1,5.0,5,5,0,3,"(17.999, 25.0]","(25000.0, 50000.0]","(2.0, 5.0]"
769,3,3,4,4,2,32,False,Travel_Rarely,Sales,4,3,Marketing,Male,1,Research Scientist,Married,53260,4,14,1,7.0,2,4,0,3,"(30.0, 40.0]","(50000.0, 75000.0]","(2.0, 5.0]"
770,3,3,4,2,2,34,False,Travel_Rarely,Research & Development,9,2,Medical,Male,1,Sales Executive,Married,32800,5,13,0,7.0,3,5,0,2,"(30.0, 40.0]","(25000.0, 50000.0]","(2.0, 5.0]"
771,3,3,2,3,2,41,False,Travel_Rarely,Research & Development,26,3,Medical,Female,3,Sales Executive,Married,54850,2,17,2,7.0,2,4,0,3,"(40.0, 50.0]","(50000.0, 75000.0]","(2.0, 5.0]"
772,2,3,3,3,4,40,False,Non-Travel,Sales,3,2,Life Sciences,Male,1,Sales Executive,Divorced,43420,3,11,1,11.0,6,8,0,7,"(30.0, 40.0]","(25000.0, 50000.0]","(5.0, 10.0]"
773,3,3,1,4,3,31,False,Travel_Rarely,Research & Development,16,3,Medical,Male,2,Human Resources,Divorced,27820,1,19,1,13.0,5,13,9,9,"(30.0, 40.0]","(25000.0, 50000.0]","(10.0, 15.0]"
774,3,3,1,4,4,46,True,Travel_Rarely,Research & Development,18,1,Medical,Male,1,Manufacturing Director,Divorced,59800,4,11,1,28.0,2,7,4,3,"(40.0, 50.0]","(50000.0, 75000.0]","(5.0, 10.0]"
775,2,3,1,1,4,39,True,Non-Travel,Research & Development,2,4,Medical,Male,2,Manufacturing Director,Single,43810,2,15,2,11.0,1,1,0,0,"(30.0, 40.0]","(25000.0, 50000.0]","(-1.0, 2.0]"
776,3,3,3,2,3,31,True,Travel_Frequently,Sales,2,3,Medical,Male,2,Sales Executive,Single,25720,1,13,3,10.0,3,10,4,7,"(30.0, 40.0]","(25000.0, 50000.0]","(5.0, 10.0]"
777,3,3,2,1,3,45,False,Travel_Rarely,Sales,10,2,Marketing,Male,1,Sales Executive,Divorced,38330,2,14,0,24.0,1,7,0,7,"(40.0, 50.0]","(25000.0, 50000.0]","(5.0, 10.0]"
778,3,3,4,2,3,31,False,Travel_Rarely,Research & Development,16,4,Life Sciences,Male,3,Human Resources,Single,42440,9,13,0,8.0,3,3,0,2,"(30.0, 40.0]","(25000.0, 50000.0]","(2.0, 5.0]"
779,3,4,2,4,1,31,True,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,1,Laboratory Technician,Married,65000,6,23,1,7.0,5,2,2,2,"(30.0, 40.0]","(50000.0, 75000.0]","(-1.0, 2.0]"
780,3,3,2,4,4,45,False,Travel_Rarely,Research & Development,1,2,Life Sciences,Female,1,Research Scientist,Married,184300,4,12,1,10.0,5,3,1,2,"(40.0, 50.0]","(175000.0, 200000.0]","(2.0, 5.0]"
781,3,3,3,1,3,48,False,Travel_Rarely,Research & Development,24,3,Technical Degree,Male,2,Research Scientist,Divorced,16010,4,12,0,15.0,3,2,2,2,"(40.0, 50.0]","(10000.0, 25000.0]","(-1.0, 2.0]"
782,3,3,1,3,3,34,True,Travel_Rarely,Research & Development,7,4,Medical,Male,2,Research Scientist,Married,26940,1,16,1,2.0,3,2,2,2,"(30.0, 40.0]","(25000.0, 50000.0]","(-1.0, 2.0]"
783,2,3,4,2,3,40,False,Non-Travel,Research & Development,25,4,Other,Female,1,Sales Executive,Divorced,31490,2,15,1,16.0,1,9,4,8,"(30.0, 40.0]","(25000.0, 50000.0]","(5.0, 10.0]"
784,3,3,4,1,3,28,False,Travel_Rarely,Research & Development,1,2,Technical Degree,Female,1,Research Scientist,Single,176390,0,13,1,6.0,0,5,1,3,"(25.0, 30.0]","(175000.0, 200000.0]","(2.0, 5.0]"
785,2,3,3,3,3,44,False,Non-Travel,Research & Development,5,3,Life Sciences,Male,1,Laboratory Technician,Single,23190,3,18,0,7.0,4,5,0,3,"(40.0, 50.0]","(10000.0, 25000.0]","(2.0, 5.0]"
786,3,4,4,2,2,53,False,Travel_Rarely,Research & Development,2,4,Technical Degree,Male,2,Manager,Single,116910,4,20,0,35.0,2,9,8,8,"(50.0, 60.0]","(100000.0, 125000.0]","(5.0, 10.0]"
787,1,3,1,3,2,49,False,Travel_Rarely,Research & Development,7,3,Life Sciences,Male,3,Laboratory Technician,Married,53240,2,19,0,20.0,2,3,1,2,"(40.0, 50.0]","(50000.0, 75000.0]","(2.0, 5.0]"
788,3,3,3,3,4,40,False,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,3,Laboratory Technician,Divorced,167520,2,18,1,8.0,3,3,1,2,"(30.0, 40.0]","(150000.0, 175000.0]","(2.0, 5.0]"
789,4,3,4,2,2,44,False,Travel_Rarely,Research & Development,5,1,Other,Male,3,Research Scientist,Single,52280,1,13,0,6.0,2,5,1,3,"(40.0, 50.0]","(50000.0, 75000.0]","(2.0, 5.0]"
790,3,3,4,1,3,33,False,Travel_Frequently,Human Resources,10,3,Medical,Female,2,Sales Executive,Married,27000,0,14,3,5.0,2,4,0,3,"(30.0, 40.0]","(25000.0, 50000.0]","(2.0, 5.0]"
791,3,3,4,1,3,34,False,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,1,Sales Representative,Single,192460,3,15,1,15.0,5,13,3,12,"(30.0, 40.0]","(175000.0, 200000.0]","(10.0, 15.0]"
792,3,4,4,3,2,30,False,Travel_Rarely,Sales,1,2,Technical Degree,Male,1,Laboratory Technician,Married,25060,8,22,0,4.0,3,2,2,2,"(25.0, 30.0]","(25000.0, 50000.0]","(-1.0, 2.0]"
793,3,4,1,4,3,42,False,Travel_Frequently,Research & Development,8,4,Medical,Female,1,Sales Executive,Single,60620,1,22,2,12.0,2,12,5,8,"(40.0, 50.0]","(50000.0, 75000.0]","(10.0, 15.0]"
794,3,3,1,3,2,44,False,Travel_Frequently,Research & Development,5,3,Life Sciences,Female,5,Manufacturing Director,Married,43820,7,16,2,11.0,2,1,0,0,"(40.0, 50.0]","(25000.0, 50000.0]","(-1.0, 2.0]"
795,3,3,3,3,2,30,False,Non-Travel,Research & Development,8,3,Life Sciences,Male,1,Manufacturing Director,Divorced,21430,1,17,1,1.0,2,1,0,0,"(25.0, 30.0]","(10000.0, 25000.0]","(-1.0, 2.0]"
796,2,3,2,3,2,57,False,Travel_Rarely,Sales,2,1,Life Sciences,Male,3,Research Scientist,Married,61620,0,14,0,13.0,5,12,2,8,"(50.0, 60.0]","(50000.0, 75000.0]","(10.0, 15.0]"
797,3,3,3,2,3,49,False,Travel_Rarely,Research & Development,7,3,Technical Degree,Female,2,Sales Executive,Divorced,50940,3,15,0,29.0,5,8,0,7,"(40.0, 50.0]","(50000.0, 75000.0]","(5.0, 10.0]"
798,3,4,2,1,2,34,False,Travel_Frequently,Research & Development,2,4,Medical,Female,2,Sales Representative,Divorced,68770,7,20,0,16.0,3,14,6,9,"(30.0, 40.0]","(50000.0, 75000.0]","(10.0, 15.0]"
799,3,4,1,3,4,28,True,Travel_Frequently,Research & Development,2,3,Medical,Male,1,Research Scientist,Married,22740,3,20,1,5.0,5,3,1,2,"(25.0, 30.0]","(10000.0, 25000.0]","(2.0, 5.0]"
801,3,3,1,2,4,34,True,Travel_Rarely,Research & Development,7,1,Medical,Male,1,Research Scientist,Single,62880,0,15,1,16.0,2,15,10,10,"(30.0, 40.0]","(50000.0, 75000.0]","(10.0, 15.0]"
802,2,3,4,3,3,35,False,Travel_Rarely,Sales,7,4,Other,Female,4,Healthcare Representative,Married,25530,1,14,1,1.0,4,1,0,0,"(30.0, 40.0]","(25000.0, 50000.0]","(-1.0, 2.0]"
803,2,3,2,1,2,24,True,Travel_Frequently,Sales,3,3,Life Sciences,Male,2,Research Scientist,Single,76540,2,17,1,4.0,3,0,0,0,"(17.999, 25.0]","(75000.0, 100000.0]","(-1.0, 2.0]"
804,1,3,4,2,3,24,False,Non-Travel,Research & Development,10,3,Life Sciences,Female,2,Manager,Married,51600,1,17,1,1.0,3,1,0,0,"(17.999, 25.0]","(50000.0, 75000.0]","(-1.0, 2.0]"
805,2,4,2,3,2,44,False,Travel_Frequently,Research & Development,5,2,Medical,Female,2,Research Scientist,Single,171590,5,22,1,16.0,1,2,2,2,"(40.0, 50.0]","(150000.0, 175000.0]","(-1.0, 2.0]"
806,3,3,3,3,3,29,False,Travel_Rarely,Sales,10,2,Life Sciences,Female,1,Sales Executive,Divorced,128080,1,13,0,10.0,6,10,0,4,"(25.0, 30.0]","(125000.0, 150000.0]","(5.0, 10.0]"
807,3,3,3,3,4,30,False,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,3,Sales Executive,Divorced,102210,0,19,1,6.0,2,5,1,3,"(25.0, 30.0]","(100000.0, 125000.0]","(2.0, 5.0]"
808,3,3,4,3,3,55,False,Travel_Rarely,Sales,20,3,Marketing,Male,2,Research Scientist,Married,47790,0,14,1,4.0,6,3,1,2,"(50.0, 60.0]","(25000.0, 50000.0]","(2.0, 5.0]"
809,3,4,1,2,3,33,False,Travel_Rarely,Research & Development,7,2,Life Sciences,Male,2,Research Scientist,Married,37370,8,22,2,8.0,2,5,0,2,"(30.0, 40.0]","(25000.0, 50000.0]","(2.0, 5.0]"
810,2,3,3,3,2,47,False,Travel_Rarely,Research & Development,8,4,Medical,Female,2,Sales Representative,Married,23660,3,17,0,11.0,5,5,1,2,"(40.0, 50.0]","(10000.0, 25000.0]","(2.0, 5.0]"
811,3,3,3,1,2,28,True,Travel_Frequently,Sales,1,3,Marketing,Male,2,Laboratory Technician,Single,17060,7,12,0,8.0,3,0,0,0,"(25.0, 30.0]","(10000.0, 25000.0]","(-1.0, 2.0]"
812,2,3,1,3,1,28,False,Travel_Rarely,Sales,8,4,Marketing,Male,1,Laboratory Technician,Divorced,163070,1,16,0,1.0,3,1,0,0,"(25.0, 30.0]","(150000.0, 175000.0]","(-1.0, 2.0]"
813,3,3,3,1,3,28,False,Travel_Frequently,Research & Development,9,3,Life Sciences,Female,2,Sales Executive,Single,59330,0,11,0,5.0,3,4,1,3,"(25.0, 30.0]","(50000.0, 75000.0]","(2.0, 5.0]"
814,3,3,3,1,3,49,False,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,1,Research Scientist,Married,34240,4,11,0,10.0,3,3,1,2,"(40.0, 50.0]","(25000.0, 50000.0]","(2.0, 5.0]"
815,1,3,4,2,3,29,False,Travel_Frequently,Research & Development,8,1,Medical,Male,1,Research Scientist,Married,40370,0,14,0,4.0,2,3,0,2,"(25.0, 30.0]","(25000.0, 50000.0]","(2.0, 5.0]"
816,2,3,3,2,2,28,False,Travel_Rarely,Research & Development,5,1,Technical Degree,Male,2,Laboratory Technician,Married,25590,1,11,0,8.0,3,8,1,7,"(25.0, 30.0]","(25000.0, 50000.0]","(5.0, 10.0]"
817,2,3,4,3,3,33,False,Travel_Rarely,Research & Development,15,4,Life Sciences,Female,1,Sales Executive,Single,62010,2,15,3,14.0,2,0,0,0,"(30.0, 40.0]","(50000.0, 75000.0]","(-1.0, 2.0]"
818,2,4,3,4,4,32,False,Travel_Rarely,Research & Development,7,3,Life Sciences,Female,3,Laboratory Technician,Single,44030,2,20,0,10.0,3,5,0,0,"(30.0, 40.0]","(25000.0, 50000.0]","(2.0, 5.0]"
819,2,3,2,4,3,54,False,Travel_Frequently,Sales,10,3,Life Sciences,Female,4,Research Scientist,Divorced,37610,3,12,0,26.0,3,14,1,12,"(50.0, 60.0]","(25000.0, 50000.0]","(10.0, 15.0]"
820,3,3,1,1,1,29,True,Travel_Rarely,Research & Development,5,3,Life Sciences,Female,2,Research Scientist,Single,109340,6,17,2,11.0,2,9,0,7,"(25.0, 30.0]","(100000.0, 125000.0]","(5.0, 10.0]"
821,2,3,4,1,4,44,False,Travel_Rarely,Sales,26,1,Marketing,Male,1,Sales Representative,Married,107610,3,11,1,24.0,5,20,14,17,"(40.0, 50.0]","(100000.0, 125000.0]","(15.0, 20.0]"
822,4,3,2,2,3,39,False,Travel_Rarely,Sales,6,1,Technical Degree,Female,2,Laboratory Technician,Single,51750,4,17,1,9.0,2,2,2,2,"(30.0, 40.0]","(50000.0, 75000.0]","(-1.0, 2.0]"
823,2,3,3,2,4,46,False,Travel_Rarely,Research & Development,4,2,Life Sciences,Male,3,Manufacturing Director,Married,138260,8,11,0,23.0,1,13,5,1,"(40.0, 50.0]","(125000.0, 150000.0]","(10.0, 15.0]"
824,4,3,4,2,1,35,False,Travel_Rarely,Research & Development,23,4,Life Sciences,Male,2,Research Scientist,Single,63340,1,14,0,11.0,2,11,3,3,"(30.0, 40.0]","(50000.0, 75000.0]","(10.0, 15.0]"
825,2,3,1,3,3,23,False,Travel_Rarely,Research & Development,2,4,Medical,Female,2,Manager,Single,49360,0,19,1,5.0,2,4,1,2,"(17.999, 25.0]","(25000.0, 50000.0]","(2.0, 5.0]"
826,4,3,4,1,1,40,True,Travel_Rarely,Research & Development,2,3,Medical,Male,2,Research Director,Single,47750,3,15,1,15.0,3,5,1,0,"(30.0, 40.0]","(25000.0, 50000.0]","(2.0, 5.0]"
827,3,3,4,3,3,34,False,Travel_Rarely,Human Resources,2,3,Human Resources,Male,2,Manufacturing Director,Married,28180,1,13,1,10.0,2,10,8,6,"(30.0, 40.0]","(25000.0, 50000.0]","(5.0, 10.0]"
828,2,3,4,3,1,31,True,Travel_Frequently,Research & Development,29,3,Life Sciences,Female,2,Healthcare Representative,Single,25150,1,14,0,7.0,3,7,7,7,"(30.0, 40.0]","(25000.0, 50000.0]","(5.0, 10.0]"
829,2,3,3,4,3,50,False,Travel_Frequently,Research & Development,6,3,Medical,Male,1,Manager,Single,23420,1,12,1,32.0,2,32,13,9,"(40.0, 50.0]","(10000.0, 25000.0]","(30.0, 40.0]"
830,3,3,2,3,3,34,False,Travel_Rarely,Sales,25,5,Marketing,Female,1,Research Scientist,Married,41940,0,17,2,12.0,3,11,5,7,"(30.0, 40.0]","(25000.0, 50000.0]","(10.0, 15.0]"
831,3,3,3,2,3,42,False,Travel_Rarely,Research & Development,1,3,Life Sciences,Female,1,Manufacturing Director,Married,106850,4,11,3,4.0,2,1,0,0,"(40.0, 50.0]","(100000.0, 125000.0]","(-1.0, 2.0]"
832,3,3,1,4,3,37,False,Travel_Rarely,Research & Development,2,2,Medical,Male,1,Research Scientist,Married,20220,1,12,0,10.0,1,10,3,7,"(30.0, 40.0]","(10000.0, 25000.0]","(5.0, 10.0]"
833,4,3,3,1,3,29,False,Travel_Rarely,Research & Development,1,3,Medical,Female,1,Manager,Married,23140,3,13,0,9.0,5,7,0,7,"(25.0, 30.0]","(10000.0, 25000.0]","(5.0, 10.0]"
834,3,3,4,2,3,33,False,Travel_Rarely,Research & Development,1,1,Life Sciences,Male,1,Research Scientist,Single,42560,1,13,3,5.0,1,5,0,2,"(30.0, 40.0]","(25000.0, 50000.0]","(2.0, 5.0]"
835,2,4,4,4,3,45,False,Travel_Rarely,Sales,3,3,Life Sciences,Male,3,Laboratory Technician,Married,35800,4,20,1,8.0,1,5,0,3,"(40.0, 50.0]","(25000.0, 50000.0]","(2.0, 5.0]"
836,3,3,4,4,1,42,False,Travel_Frequently,Human Resources,1,4,Technical Degree,Male,2,Manufacturing Director,Married,31620,2,17,2,24.0,1,20,13,9,"(40.0, 50.0]","(25000.0, 50000.0]","(15.0, 20.0]"
837,4,3,1,1,4,40,False,Travel_Rarely,Sales,10,1,Life Sciences,Female,1,Manufacturing Director,Married,65240,0,13,1,9.0,2,8,7,1,"(30.0, 40.0]","(50000.0, 75000.0]","(5.0, 10.0]"
838,2,3,2,3,3,33,False,Travel_Rarely,Research & Development,9,3,Medical,Female,2,Manufacturing Director,Married,28990,1,17,0,15.0,3,15,5,7,"(30.0, 40.0]","(25000.0, 50000.0]","(10.0, 15.0]"
839,3,3,3,4,3,40,False,Travel_Rarely,Sales,5,5,Life Sciences,Male,1,Manufacturing Director,Single,52310,1,12,2,21.0,4,21,7,7,"(30.0, 40.0]","(50000.0, 75000.0]","(20.0, 30.0]"
840,3,3,3,1,3,24,False,Travel_Rarely,Sales,10,2,Marketing,Male,1,Manufacturing Director,Divorced,23560,0,13,0,2.0,5,1,0,0,"(17.999, 25.0]","(10000.0, 25000.0]","(-1.0, 2.0]"
841,2,3,4,4,3,40,False,Non-Travel,Research & Development,7,3,Medical,Male,1,Research Scientist,Divorced,28000,3,12,2,8.0,0,2,2,2,"(30.0, 40.0]","(25000.0, 50000.0]","(-1.0, 2.0]"
842,4,4,1,2,3,45,False,Travel_Rarely,Research & Development,4,3,Medical,Female,3,Laboratory Technician,Divorced,118360,1,22,0,10.0,2,10,7,7,"(40.0, 50.0]","(100000.0, 125000.0]","(5.0, 10.0]"
843,4,3,2,3,3,35,False,Travel_Rarely,Research & Development,10,1,Life Sciences,Male,1,Healthcare Representative,Married,109030,0,11,0,6.0,3,5,4,2,"(30.0, 40.0]","(100000.0, 125000.0]","(2.0, 5.0]"
844,4,4,4,2,3,32,False,Travel_Rarely,Research & Development,22,4,Medical,Male,1,Sales Executive,Married,29730,3,22,0,12.0,0,7,2,5,"(30.0, 40.0]","(25000.0, 50000.0]","(5.0, 10.0]"
845,2,3,3,4,2,36,False,Travel_Rarely,Sales,9,3,Marketing,Female,4,Research Scientist,Single,142750,3,18,1,7.0,5,3,1,2,"(30.0, 40.0]","(125000.0, 150000.0]","(2.0, 5.0]"
846,3,3,3,3,3,48,False,Travel_Rarely,Research & Development,12,4,Medical,Male,1,Laboratory Technician,Divorced,55620,8,13,1,18.0,2,8,7,7,"(40.0, 50.0]","(50000.0, 75000.0]","(5.0, 10.0]"
848,2,4,1,1,1,33,False,Travel_Rarely,Research & Development,9,1,Medical,Male,1,Healthcare Representative,Married,76420,2,20,1,8.0,2,2,2,2,"(30.0, 40.0]","(75000.0, 100000.0]","(-1.0, 2.0]"
849,3,3,2,1,3,30,True,Travel_Rarely,Research & Development,1,3,Other,Male,3,Sales Executive,Married,179240,1,13,2,10.0,2,10,6,7,"(25.0, 30.0]","(175000.0, 200000.0]","(5.0, 10.0]"
850,3,3,3,3,3,38,False,Travel_Frequently,Sales,9,3,Marketing,Male,1,Manufacturing Director,Married,52040,3,13,1,10.0,2,6,1,2,"(30.0, 40.0]","(50000.0, 75000.0]","(5.0, 10.0]"
851,3,3,4,1,3,35,False,Travel_Rarely,Sales,7,2,Life Sciences,Male,1,Sales Executive,Single,22770,1,12,1,3.0,2,3,1,2,"(30.0, 40.0]","(10000.0, 25000.0]","(2.0, 5.0]"
852,3,3,3,2,3,30,False,Travel_Rarely,Research & Development,14,3,Technical Degree,Male,5,Research Director,Married,27950,3,13,0,9.0,4,4,1,3,"(25.0, 30.0]","(25000.0, 50000.0]","(2.0, 5.0]"
853,1,3,1,1,3,35,True,Travel_Rarely,Research & Development,2,3,Medical,Female,1,Research Scientist,Divorced,25320,1,13,0,1.0,2,1,0,0,"(30.0, 40.0]","(25000.0, 50000.0]","(-1.0, 2.0]"
854,3,4,3,4,3,53,True,Travel_Rarely,Research & Development,19,3,Life Sciences,Male,2,Manager,Married,25590,0,25,0,34.0,2,33,1,9,"(50.0, 60.0]","(25000.0, 50000.0]","(30.0, 40.0]"
855,2,3,3,2,3,38,True,Travel_Rarely,Research & Development,2,3,Medical,Female,3,Sales Executive,Married,49080,4,19,1,7.0,3,5,1,4,"(30.0, 40.0]","(25000.0, 50000.0]","(2.0, 5.0]"
856,3,3,4,1,2,32,False,Non-Travel,Research & Development,10,4,Life Sciences,Female,5,Research Scientist,Married,23800,4,13,0,9.0,5,6,1,2,"(30.0, 40.0]","(10000.0, 25000.0]","(5.0, 10.0]"
857,3,3,3,1,2,48,False,Travel_Rarely,Research & Development,2,5,Life Sciences,Male,1,Sales Executive,Married,47650,8,12,1,10.0,4,8,7,6,"(40.0, 50.0]","(25000.0, 50000.0]","(5.0, 10.0]"
858,3,3,1,4,1,34,False,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Sales Executive,Single,20440,1,11,0,1.0,2,1,0,0,"(30.0, 40.0]","(10000.0, 25000.0]","(-1.0, 2.0]"
